estimate_id,paper_key,authors,year,study_label,effect_size_sd,se,ci_lower,ci_upper,n_treatment,n_control,n_total,learning_domain,outcome,outcome_timing,treatment,control,comparison_type,estimand,estimation_method,outcome_with_ai,is_subgroup,subgroup,coding_notes,design_class,included_in_curated_subset,notes,country,population_category,lab_vs_field,study_design,ai_tool,ai_design,incentives,venue,study_sample_n,study_sample_unit,study_sample_review_status,study_recruited_n,study_randomized_n,estimate_analyzed_n,estimate_sample_unit,estimate_sample_review_status,source_document,source_url,source_version,source_locator,extraction_date,review_date,provenance_review_status,provenance_review_basis,derivation_notes,study_sample_review_basis,study_sample_notes,study_sample_missing_reasons,estimate_sample_review_basis,estimate_sample_notes,estimate_sample_missing_reasons,provenance_missing_reasons,release_id,release_date,view_url,selection
contractor_reyes_2026__sg4,contractor_reyes_2026,Zara Contractor and Germán Reyes,2026,"Contractor and Reyes (2026), Relevance to prompt (S2 essay)",0.264,0.128,0.01312,0.51488,,,197,General knowledge,Essay quality component: relevance to prompt (S2),delayed,ChatGPT access during practice,No AI access,ai_vs_bau,ITT,OLS (double-lasso controls),false,true,Essay component,,lab_rct,false,,USA,Undergraduate,Lab,RCT,ChatGPT,Unrestricted,"$50 for completing both sessions + lottery tickets ($100 each, 30 drawn) tied to test correctness and essay quality",IZA WP #18055,211,participants,reviewed,,,197,unknown,unreviewed,Contractor & Reyes (2026) - AI Learning RCT.pdf,https://www.germanr.com/ai-learning,,,,,unreviewed,,,local_coding,Current setup summary and Session 1 test coding identify 211 participants. This does not establish the number initially recruited or randomized. Old subagent inputs describe an earlier 210-person version and are not used here.,"{""recruited_n"":""Not separately verified."",""randomized_n"":""Not separately verified.""}",,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
contractor_reyes_2026__sg5,contractor_reyes_2026,Zara Contractor and Germán Reyes,2026,"Contractor and Reyes (2026), Factual accuracy (S2 essay)",0.229,0.139,-0.04344,0.50144,,,197,General knowledge,Essay quality component: factual accuracy (S2),delayed,ChatGPT access during practice,No AI access,ai_vs_bau,ITT,OLS (double-lasso controls),false,true,Essay component,,lab_rct,false,,USA,Undergraduate,Lab,RCT,ChatGPT,Unrestricted,"$50 for completing both sessions + lottery tickets ($100 each, 30 drawn) tied to test correctness and essay quality",IZA WP #18055,211,participants,reviewed,,,197,unknown,unreviewed,Contractor & Reyes (2026) - AI Learning RCT.pdf,https://www.germanr.com/ai-learning,,,,,unreviewed,,,local_coding,Current setup summary and Session 1 test coding identify 211 participants. This does not establish the number initially recruited or randomized. Old subagent inputs describe an earlier 210-person version and are not used here.,"{""recruited_n"":""Not separately verified."",""randomized_n"":""Not separately verified.""}",,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
barcaui_2025__sg1,barcaui_2025,Andre Barcaui,2025,"Barcaui (2025), Technical topics",-0.92,0.2244897959,-1.36,-0.48,,,85,General knowledge,Retention test (Technical Topics subset),delayed,ChatGPT (GPT-4),Traditional study (no AI),ai_vs_bau,ATE (complete-case),t-test (mean comparison),false,true,Topic: Technical,,field_rct,false,,Brazil,Undergraduate,Field,RCT,ChatGPT (GPT-4),Unrestricted,None (voluntary participation),Social Sciences & Humanities Open,120,unknown,unreviewed,,,85,unknown,unreviewed,Barcaui (2025) - ChatGPT as Cognitive Crutch.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
barcaui_2025__sg2,barcaui_2025,Andre Barcaui,2025,"Barcaui (2025), Ethics topics",-0.45,0.2244897959,-0.89,-0.01,,,85,General knowledge,Retention test (Ethics and Society subset),delayed,ChatGPT (GPT-4),Traditional study (no AI),ai_vs_bau,ATE (complete-case),t-test (mean comparison),false,true,Topic: Ethics,,field_rct,false,,Brazil,Undergraduate,Field,RCT,ChatGPT (GPT-4),Unrestricted,None (voluntary participation),Social Sciences & Humanities Open,120,unknown,unreviewed,,,85,unknown,unreviewed,Barcaui (2025) - ChatGPT as Cognitive Crutch.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
barcaui_2025__sg3,barcaui_2025,Andre Barcaui,2025,"Barcaui (2025), Other topics",-0.6,0.2244897959,-1.04,-0.16,,,85,General knowledge,Retention test (Other Topics subset),delayed,ChatGPT (GPT-4),Traditional study (no AI),ai_vs_bau,ATE (complete-case),t-test (mean comparison),false,true,Topic: Other,,field_rct,false,,Brazil,Undergraduate,Field,RCT,ChatGPT (GPT-4),Unrestricted,None (voluntary participation),Social Sciences & Humanities Open,120,unknown,unreviewed,,,85,unknown,unreviewed,Barcaui (2025) - ChatGPT as Cognitive Crutch.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
barcaui_2025__sg4,barcaui_2025,Andre Barcaui,2025,"Barcaui (2025), Recent/initial AI users",-0.89,0.3418367347,-1.56,-0.22,,,26,General knowledge,Retention test (recent/initial AI users),delayed,ChatGPT (GPT-4),Traditional study (no AI),ai_vs_bau,ATE (complete-case),t-test (mean comparison),false,true,Prior AI exposure: Recent,,field_rct,false,Within-stratum AI-vs-traditional comparison; n=26 counts completers in BOTH arms of the recent/initial-user stratum (31% of the 85 completers). d=0.89 confirmed in the paper's Fig 7 caption (sign flipped to the atlas convention).,Brazil,Undergraduate,Field,RCT,ChatGPT (GPT-4),Unrestricted,None (voluntary participation),Social Sciences & Humanities Open,120,unknown,unreviewed,,,26,unknown,unreviewed,Barcaui (2025) - ChatGPT as Cognitive Crutch.pdf,,,,,,unreviewed,,Within-stratum AI-vs-traditional comparison; n=26 counts completers in BOTH arms of the recent/initial-user stratum (31% of the 85 completers). d=0.89 confirmed in the paper's Fig 7 caption (sign flipped to the atlas convention).,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
barcaui_2025__sg5,barcaui_2025,Andre Barcaui,2025,"Barcaui (2025), Frequent AI users",-0.41,0.25,-0.9,0.08,,,53,General knowledge,Retention test (frequent AI users),delayed,ChatGPT (GPT-4),Traditional study (no AI),ai_vs_bau,ATE (complete-case),t-test (mean comparison),false,true,Prior AI exposure: Frequent,,field_rct,false,Within-stratum AI-vs-traditional comparison; n=53 counts completers in BOTH arms of the frequent-user stratum (62% of the 85 completers).,Brazil,Undergraduate,Field,RCT,ChatGPT (GPT-4),Unrestricted,None (voluntary participation),Social Sciences & Humanities Open,120,unknown,unreviewed,,,53,unknown,unreviewed,Barcaui (2025) - ChatGPT as Cognitive Crutch.pdf,,,,,,unreviewed,,Within-stratum AI-vs-traditional comparison; n=53 counts completers in BOTH arms of the frequent-user stratum (62% of the 85 completers).,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
bastani_etal_2025__sg1,bastani_etal_2025,"Hamsa Bastani, Osbert Bastani, Alp Sungu, Haosen Ge, Özge Kabakcı, Rei Mariman",2025,"Bastani et al. (2025), GPT Base, below-median GPA (unassisted exam)",-0.152,0.087,-0.32252,0.01852,,,2848,Math,Normalized grade on unassisted exam (below-median GPA),immediate,GPT Base,No AI access,ai_vs_bau,ITT,OLS (treatment x below-median GPA interaction),false,true,Prior achievement: Below median,,field_rct,false,,Turkey,High school,Field,RCT,GPT-4 (custom ChatGPT-like interface),Unrestricted,Course grade,"PNAS, 122(26), e2422633122",839,unknown,unreviewed,,,2848,unknown,unreviewed,Bastani et al (2025) - Generative AI Without Guardrails Can Harm Learning.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
bastani_etal_2025__sg2,bastani_etal_2025,"Hamsa Bastani, Osbert Bastani, Alp Sungu, Haosen Ge, Özge Kabakcı, Rei Mariman",2025,"Bastani et al. (2025), GPT Tutor, below-median GPA (unassisted exam)",-0.051,0.054,-0.15684,0.05484,,,2848,Math,Normalized grade on unassisted exam (below-median GPA),immediate,GPT Tutor,No AI access,ai_vs_bau,ITT,OLS (treatment x below-median GPA interaction),false,true,Prior achievement: Below median,,field_rct,false,,Turkey,High school,Field,RCT,GPT-4 (custom ChatGPT-like interface),Unrestricted,Course grade,"PNAS, 122(26), e2422633122",839,unknown,unreviewed,,,2848,unknown,unreviewed,Bastani et al (2025) - Generative AI Without Guardrails Can Harm Learning.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
bastani_etal_2025__sg3,bastani_etal_2025,"Hamsa Bastani, Osbert Bastani, Alp Sungu, Haosen Ge, Özge Kabakcı, Rei Mariman",2025,"Bastani et al. (2025), GPT Tutor vs GPT Base (unassisted exam)",0.101,0.043,0.01672,0.18528,,,,Math,Normalized grade on unassisted exam (pairwise AI arms),immediate,GPT Tutor (with guardrails),GPT Base (unrestricted),ai_design,ITT,OLS / pairwise t-test (arm vs arm),false,true,AI design comparison,,field_rct,false,"Pairwise GPT Tutor vs GPT Base contrast (Table 4, raw diff 0.028 [0.005, 0.052] / exam SD 0.277); two-arm N not reported (2,848 is the three-arm regression sample).",Turkey,High school,Field,RCT,GPT-4 (custom ChatGPT-like interface),Unrestricted,Course grade,"PNAS, 122(26), e2422633122",839,unknown,unreviewed,,,,unknown,unreviewed,Bastani et al (2025) - Generative AI Without Guardrails Can Harm Learning.pdf,,,,,,unreviewed,,"Pairwise GPT Tutor vs GPT Base contrast (Table 4, raw diff 0.028 [0.005, 0.052] / exam SD 0.277); two-arm N not reported (2,848 is the three-arm regression sample).",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
de_simone_etal_2025__sg1,de_simone_etal_2025,"Martín De Simone, Federico Tiberti, Maria Barron Rodriguez, Federico Manolio, Wuraola Mosuro, Eliot Dikoru",2025,"De Simone et al. (2025), AI knowledge subscore",0.309,0.077,0.15808,0.45992,,,654,Language,AI knowledge subscore (final assessment),immediate,AI tutoring sessions (Microsoft Copilot/GPT-4),Business-as-usual classroom instruction,ai_vs_bau,ITT,"ANCOVA (OLS, baseline control + school FE)",false,true,Subscore: AI knowledge,,field_rct,false,,Nigeria,High school,Field,RCT,Microsoft Copilot (GPT-4),tutoring,None (voluntary; ungraded research assessment),Working paper,759,unknown,unreviewed,,,654,unknown,unreviewed,De Simone et al (2025) - From Chalkboards to Chatbots.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
de_simone_etal_2025__sg2,de_simone_etal_2025,"Martín De Simone, Federico Tiberti, Maria Barron Rodriguez, Federico Manolio, Wuraola Mosuro, Eliot Dikoru",2025,"De Simone et al. (2025), Digital skills subscore",0.139,0.076,-0.00996,0.28796,,,654,Language,Digital skills subscore (final assessment),immediate,AI tutoring sessions (Microsoft Copilot/GPT-4),Business-as-usual classroom instruction,ai_vs_bau,ITT,"ANCOVA (OLS, baseline control + school FE)",false,true,Subscore: Digital skills,,field_rct,false,,Nigeria,High school,Field,RCT,Microsoft Copilot (GPT-4),tutoring,None (voluntary; ungraded research assessment),Working paper,759,unknown,unreviewed,,,654,unknown,unreviewed,De Simone et al (2025) - From Chalkboards to Chatbots.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
fan_etal_2025__sg1,fan_etal_2025,"Yizhou Fan, Luzhen Tang, Huixiao Le, Kejie Shen, Shufang Tan, Yueying Zhao, Yuan Shen, Xinyu Li, Dragan Gašević",2024,"Fan et al. (2024), Essay improvement, AI vs Human Expert",0.66,0.269,0.13276,1.18724,35,25,60,Writing,Essay score improvement (post-revision minus pre-revision),immediate,ChatGPT 4.0 during revision,Human expert support,ai_vs_active,ATE,ANOVA + Tukey HSD (mean comparison),true,true,AI vs Human Expert,,lab_rct,false,,China,University (mixed),Lab,RCT,ChatGPT 4.0,with guardrails,None (no performance-based incentive; compensation not reported),British Journal of Educational Technology,117,unknown,unreviewed,,,60,unknown,unreviewed,Fan et al (2024) - BJET - Metacognitive Laziness.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
fan_etal_2025__sg2,fan_etal_2025,"Yizhou Fan, Luzhen Tang, Huixiao Le, Kejie Shen, Shufang Tan, Yueying Zhao, Yuan Shen, Xinyu Li, Dragan Gašević",2024,"Fan et al. (2024), Essay improvement, AI vs Checklist tool",0.75,0.257,0.24628,1.25372,35,30,65,Writing,Essay score improvement (post-revision minus pre-revision),immediate,ChatGPT 4.0 during revision,Checklist writing analytics tool,ai_vs_active,ATE,ANOVA + Tukey HSD (mean comparison),true,true,AI vs Checklist,,lab_rct,false,,China,University (mixed),Lab,RCT,ChatGPT 4.0,with guardrails,None (no performance-based incentive; compensation not reported),British Journal of Educational Technology,117,unknown,unreviewed,,,65,unknown,unreviewed,Fan et al (2024) - BJET - Metacognitive Laziness.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
fan_etal_2025__sg3,fan_etal_2025,"Yizhou Fan, Luzhen Tang, Huixiao Le, Kejie Shen, Shufang Tan, Yueying Zhao, Yuan Shen, Xinyu Li, Dragan Gašević",2024,"Fan et al. (2024), Knowledge gain, AI vs Human Expert",0.45,0.275,-0.089,0.989,33,23,56,Writing,Knowledge gain (pre-post test on AI in education),immediate,ChatGPT 4.0 during revision,Human expert support,ai_vs_active,ATE,ANOVA + Tukey HSD (mean comparison),false,true,AI vs Human Expert,,lab_rct,false,,China,University (mixed),Lab,RCT,ChatGPT 4.0,with guardrails,None (no performance-based incentive; compensation not reported),British Journal of Educational Technology,117,unknown,unreviewed,,,56,unknown,unreviewed,Fan et al (2024) - BJET - Metacognitive Laziness.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
fan_etal_2025__sg4,fan_etal_2025,"Yizhou Fan, Luzhen Tang, Huixiao Le, Kejie Shen, Shufang Tan, Yueying Zhao, Yuan Shen, Xinyu Li, Dragan Gašević",2024,"Fan et al. (2024), Knowledge gain, AI vs Checklist",0.22,0.269,-0.30724,0.74724,33,24,57,Writing,Knowledge gain (pre-post test on AI in education),immediate,ChatGPT 4.0 during revision,Checklist writing analytics tool,ai_vs_active,ATE,ANOVA + Tukey HSD (mean comparison),false,true,AI vs Checklist,,lab_rct,false,,China,University (mixed),Lab,RCT,ChatGPT 4.0,with guardrails,None (no performance-based incentive; compensation not reported),British Journal of Educational Technology,117,unknown,unreviewed,,,57,unknown,unreviewed,Fan et al (2024) - BJET - Metacognitive Laziness.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
fan_etal_2025__sg5,fan_etal_2025,"Yizhou Fan, Luzhen Tang, Huixiao Le, Kejie Shen, Shufang Tan, Yueying Zhao, Yuan Shen, Xinyu Li, Dragan Gašević",2024,"Fan et al. (2024), Knowledge transfer, AI vs CN",-0.02,0.26,-0.5296,0.4896,34,26,60,Writing,"Knowledge transfer (AI in healthcare, 10-item MCQ)",immediate,ChatGPT 4.0 during revision,No additional support,ai_vs_bau,ATE,ANOVA + Tukey HSD (mean comparison),false,true,Transfer outcome,,lab_rct,false,Post-test within one day of the task (same wave as knowledge gain; coded immediate). Transfer domain: AI in healthcare. The paper's Table A3 caption is generic ('posttest score'); body text p.16 identifies it as the transfer test.,China,University (mixed),Lab,RCT,ChatGPT 4.0,with guardrails,None (no performance-based incentive; compensation not reported),British Journal of Educational Technology,117,unknown,unreviewed,,,60,unknown,unreviewed,Fan et al (2024) - BJET - Metacognitive Laziness.pdf,,,,,,unreviewed,,Post-test within one day of the task (same wave as knowledge gain; coded immediate). Transfer domain: AI in healthcare. The paper's Table A3 caption is generic ('posttest score'); body text p.16 identifies it as the transfer test.,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
hausman_etal_2025__sg1,hausman_etal_2025,"Naomi Hausman, Oren Rigbi, Sarit Weisburd",2025,"Hausman et al. (2025), Male students (Year 2)",,,,,,,200672,Mixed,"Course grade (0-100), male students",immediate,AI-compatible courses post-ChatGPT (male),AI-incompatible courses (DiD),ai_vs_bau,ITT,difference-in-differences,false,true,Gender: Male,,observational,false,"Raw DiD effect: +1.374 grade points (0-100 scale), SE 0.470 (Table 3). Not in SD units.",Israel,University (mixed),Field,"Quasi-experimental (DiD, cohort comparison)",ChatGPT (unrestricted access),Unrestricted,Course grade,CEPR DP 20206 / CESifo WP 11843,36000,unknown,unreviewed,,,200672,unknown,unreviewed,Hausman et al (2025) - CESifo - GenAI Impact on Student Achievement.pdf,,,,,,unreviewed,,"Raw DiD effect: +1.374 grade points (0-100 scale), SE 0.470 (Table 3). Not in SD units.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
hausman_etal_2025__sg2,hausman_etal_2025,"Naomi Hausman, Oren Rigbi, Sarit Weisburd",2025,"Hausman et al. (2025), Young students (<26, Year 2)",,,,,,,238466,Mixed,"Course grade (0-100), young students",immediate,AI-compatible courses post-ChatGPT (age<26),AI-incompatible courses (DiD),ai_vs_bau,ITT,difference-in-differences,false,true,Age: <26,,observational,false,"Raw DiD effect: +2.079 grade points (0-100 scale), SE 0.537 (Table 3). Not in SD units.",Israel,University (mixed),Field,"Quasi-experimental (DiD, cohort comparison)",ChatGPT (unrestricted access),Unrestricted,Course grade,CEPR DP 20206 / CESifo WP 11843,36000,unknown,unreviewed,,,238466,unknown,unreviewed,Hausman et al (2025) - CESifo - GenAI Impact on Student Achievement.pdf,,,,,,unreviewed,,"Raw DiD effect: +2.079 grade points (0-100 scale), SE 0.537 (Table 3). Not in SD units.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
hausman_etal_2025__sg3,hausman_etal_2025,"Naomi Hausman, Oren Rigbi, Sarit Weisburd",2025,"Hausman et al. (2025), Advanced courses (Year 2)",,,,,,,254662,Mixed,"Course grade (0-100), advanced courses",immediate,AI-compatible advanced courses post-ChatGPT,AI-incompatible advanced courses (DiD),ai_vs_bau,ITT,difference-in-differences,false,true,Course level: Advanced,,observational,false,"Raw DiD effect: +1.466 grade points (0-100 scale), SE 0.511 (Table 3). Not in SD units.",Israel,University (mixed),Field,"Quasi-experimental (DiD, cohort comparison)",ChatGPT (unrestricted access),Unrestricted,Course grade,CEPR DP 20206 / CESifo WP 11843,36000,unknown,unreviewed,,,254662,unknown,unreviewed,Hausman et al (2025) - CESifo - GenAI Impact on Student Achievement.pdf,,,,,,unreviewed,,"Raw DiD effect: +1.466 grade points (0-100 scale), SE 0.511 (Table 3). Not in SD units.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
hausman_etal_2025__sg4,hausman_etal_2025,"Naomi Hausman, Oren Rigbi, Sarit Weisburd",2025,"Hausman et al. (2025), STEM courses (Year 2)",,,,,,,119260,Math,"Course grade (0-100), STEM courses",immediate,AI-compatible STEM post-ChatGPT,AI-incompatible STEM (DiD),ai_vs_bau,ITT,difference-in-differences,false,true,Domain: STEM,,observational,false,"Raw DiD effect: +1.269 grade points (0-100 scale), SE 0.969, not significant (Table 3). Not in SD units.",Israel,University (mixed),Field,"Quasi-experimental (DiD, cohort comparison)",ChatGPT (unrestricted access),Unrestricted,Course grade,CEPR DP 20206 / CESifo WP 11843,36000,unknown,unreviewed,,,119260,unknown,unreviewed,Hausman et al (2025) - CESifo - GenAI Impact on Student Achievement.pdf,,,,,,unreviewed,,"Raw DiD effect: +1.269 grade points (0-100 scale), SE 0.969, not significant (Table 3). Not in SD units.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
hausman_etal_2025__sg5,hausman_etal_2025,"Naomi Hausman, Oren Rigbi, Sarit Weisburd",2025,"Hausman et al. (2025), Large classes (>25, Year 2)",,,,,,,435675,Mixed,"Course grade (0-100), classes >25 students",immediate,AI-compatible large courses post-ChatGPT,AI-incompatible large courses (DiD),ai_vs_bau,ITT,difference-in-differences,false,true,Class size: Large,,observational,false,"Raw DiD effect: +1.671 grade points (0-100 scale), SE 0.453 (Table 3). Not in SD units.",Israel,University (mixed),Field,"Quasi-experimental (DiD, cohort comparison)",ChatGPT (unrestricted access),Unrestricted,Course grade,CEPR DP 20206 / CESifo WP 11843,36000,unknown,unreviewed,,,435675,unknown,unreviewed,Hausman et al (2025) - CESifo - GenAI Impact on Student Achievement.pdf,,,,,,unreviewed,,"Raw DiD effect: +1.671 grade points (0-100 scale), SE 0.453 (Table 3). Not in SD units.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
hausman_etal_2025__sg6,hausman_etal_2025,"Naomi Hausman, Oren Rigbi, Sarit Weisburd",2025,"Hausman et al. (2025), Median grade (Year 1)",,,,,,,10076,Mixed,50th percentile grade (Year 1),immediate,AI-compatible courses post-ChatGPT,AI-incompatible courses (DiD),ai_vs_bau,ITT,difference-in-differences,false,true,Percentile: 50th,,observational,false,"Raw DiD effect: +1.272 grade points at the median (0-100 scale), SE 0.612 (Table 4). Not in SD units.",Israel,University (mixed),Field,"Quasi-experimental (DiD, cohort comparison)",ChatGPT (unrestricted access),Unrestricted,Course grade,CEPR DP 20206 / CESifo WP 11843,36000,unknown,unreviewed,,,10076,unknown,unreviewed,Hausman et al (2025) - CESifo - GenAI Impact on Student Achievement.pdf,,,,,,unreviewed,,"Raw DiD effect: +1.272 grade points at the median (0-100 scale), SE 0.612 (Table 4). Not in SD units.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
hausman_etal_2025__sg7,hausman_etal_2025,"Naomi Hausman, Oren Rigbi, Sarit Weisburd",2025,"Hausman et al. (2025), AI-incompatible advanced (cohort experience)",,,,,,,34829,Mixed,Grade in AI-incompatible advanced courses (Year 2),delayed,2022-23 cohort (post-ChatGPT exposure),"2021-22 cohort (pre-ChatGPT, baseline)",ai_vs_bau,ITT,difference-in-differences,false,true,AI human-capital spillover,,observational,false,"Raw DiD effect: -0.507 grade points (0-100 scale), SE 0.353, not significant (Table 5 col. 6). Not in SD units.",Israel,University (mixed),Field,"Quasi-experimental (DiD, cohort comparison)",ChatGPT (unrestricted access),Unrestricted,Course grade,CEPR DP 20206 / CESifo WP 11843,36000,unknown,unreviewed,,,34829,unknown,unreviewed,Hausman et al (2025) - CESifo - GenAI Impact on Student Achievement.pdf,,,,,,unreviewed,,"Raw DiD effect: -0.507 grade points (0-100 scale), SE 0.353, not significant (Table 5 col. 6). Not in SD units.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
kreijkes_etal_2026__sg1,kreijkes_etal_2026,"Pia Kreijkes, Viktor Kewenig, Martina Kuvalja, Mina Lee, Jake M. Hofman, Sylvia Vitello, Abigail Sellen, Sean Rintel, Daniel G. Goldstein, David Rothschild, Lev Tankelevitch, Tim Oates",2026,"Kreijkes et al. (2026), Free recall (LLM vs Notes)",-0.21,0.089,-0.38444,-0.03556,,,184,Language,Free recall (open response),delayed,LLM chatbot only,Note-taking only,ai_vs_active,ATE,mixed-effects regression + permutation test,false,true,Outcome: Free recall,,field_rct,false,"Within-subject (Group 1). SE converted to SD units by the delta method from raw B=1.02 (SE 0.43), Table 3.",England,High school,Field,RCT,GPT-3.5 Turbo (Azure-hosted),Unrestricted,None,"Computers & Education (2026), 243, 105514",344,unknown,unreviewed,,,184,unknown,unreviewed,Kreijkes et al (2026) - LLM Use and Note-Taking Reading Comprehension.pdf,,,,,,unreviewed,,"Within-subject (Group 1). SE converted to SD units by the delta method from raw B=1.02 (SE 0.43), Table 3.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
kreijkes_etal_2026__sg2,kreijkes_etal_2026,"Pia Kreijkes, Viktor Kewenig, Martina Kuvalja, Mina Lee, Jake M. Hofman, Sylvia Vitello, Abigail Sellen, Sean Rintel, Daniel G. Goldstein, David Rothschild, Lev Tankelevitch, Tim Oates",2026,"Kreijkes et al. (2026), Literal retention (LLM vs LLM+Notes)",-0.13,0.064,-0.25544,-0.00456,,,160,Language,Literal retention (cued recall + MC),delayed,LLM chatbot only,LLM + note-taking,ai_design,ATE,mixed-effects regression (linear),false,true,LLM only vs LLM+Notes,,field_rct,false,,England,High school,Field,RCT,GPT-3.5 Turbo (Azure-hosted),Unrestricted,None,"Computers & Education (2026), 243, 105514",344,unknown,unreviewed,,,160,unknown,unreviewed,Kreijkes et al (2026) - LLM Use and Note-Taking Reading Comprehension.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
kreijkes_etal_2026__sg3,kreijkes_etal_2026,"Pia Kreijkes, Viktor Kewenig, Martina Kuvalja, Mina Lee, Jake M. Hofman, Sylvia Vitello, Abigail Sellen, Sean Rintel, Daniel G. Goldstein, David Rothschild, Lev Tankelevitch, Tim Oates",2026,"Kreijkes et al. (2026), Comprehension (LLM vs LLM+Notes)",-0.14,0.072,-0.28112,0.00112,,,160,Language,Comprehension (bridging/knowledge-based inferences),delayed,LLM chatbot only,LLM + note-taking,ai_design,ATE,mixed-effects regression (linear),false,true,LLM only vs LLM+Notes,,field_rct,false,,England,High school,Field,RCT,GPT-3.5 Turbo (Azure-hosted),Unrestricted,None,"Computers & Education (2026), 243, 105514",344,unknown,unreviewed,,,160,unknown,unreviewed,Kreijkes et al (2026) - LLM Use and Note-Taking Reading Comprehension.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
lira_etal_2025__sg1,lira_etal_2025,"Benjamin Lira, Todd Rogers, Daniel G. Goldstein, Lyle Ungar, Angela L. Duckworth",2026,"Lira et al. (2026), Study 2 immediate, AI vs no-practice",0.47,0.054,0.36416,0.57584,,,2238,Writing,"Writing quality (test phase, GPT-4o, no AI)",immediate,Practice with AI writing tool,No practice,ai_vs_bau,ATE,ANCOVA,false,true,Active control: no-practice,,online_rct,false,,USA,Adults general,Online,RCT,Custom AI writing tool (GPT-based),Unrestricted,Prolific pay; performance-incentivized writing tests,"Working paper (arXiv v4, Feb 2026)",9875,unknown,unreviewed,,,2238,unknown,unreviewed,Lira et al (2026) - Coach Not Crutch.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
lira_etal_2025__sg2,lira_etal_2025,"Benjamin Lira, Todd Rogers, Daniel G. Goldstein, Lyle Ungar, Angela L. Duckworth",2026,"Lira et al. (2026), Study 3, AI vs Google Search",0.46,0.05,0.362,0.558,,,2997,Writing,"Writing quality (test phase, GPT-4o, no AI)",immediate,Practice with AI writing tool,Practice with Google Search,ai_vs_active,ATE,ANCOVA,false,true,AI vs Google Search,,online_rct,false,,USA,Adults general,Online,RCT,Custom AI writing tool (GPT-based),Unrestricted,Prolific pay; performance-incentivized writing tests,"Working paper (arXiv v4, Feb 2026)",9875,unknown,unreviewed,,,2997,unknown,unreviewed,Lira et al (2026) - Coach Not Crutch.pdf,,,,,,unreviewed,,,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
